Time (s),I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
5.328,-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.2367,0.14444,0.18132,0.18464,-0.02402,-0.22834
5.33,-0.03618,-0.28016,-0.32908,0.23828,0.15442,-0.30266,0.22674,0.14234,0.17772,0.18464,-0.02622,-0.23578
5.332,-0.04422,-0.2899,-0.3347,0.24572,0.15442,-0.3132,0.23172,0.14026,0.17592,0.18464,-0.02402,-0.23578
5.334,-0.03618,-0.28016,-0.32908,0.23828,0.15442,-0.30266,0.22674,0.14026,0.17414,0.18292,-0.02402,-0.23948
5.336,-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.2367,0.14234,0.17592,0.18464,-0.02184,-0.23578
5.338,-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.23172,0.14234,0.17414,0.18292,-0.02402,-0.23578
5.34,-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.22674,0.14234,0.17592,0.18292,-0.02402,-0.23948
5.342,-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.23172,0.14234,0.17772,0.18292,-0.02184,-0.23578
5.344,-0.0201,-0.26068,-0.31784,0.21594,0.15442,-0.28688,0.23172,0.14234,0.17952,0.18464,-0.02184,-0.23578
5.346,-0.02814,-0.26068,-0.31784,0.21594,0.14608,-0.28688,0.2367,0.14654,0.17952,0.18808,-0.01966,-0.23206
5.348,-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.23172,0.14654,0.17952,0.18636,-0.01966,-0.23578
5.35,-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2367,0.14444,0.17772,0.18636,-0.02184,-0.23578
5.352,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.2367,0.14234,0.17772,0.18636,-0.01966,-0.23578
5.354,-0.00402,-0.27042,-0.34034,0.21594,0.17946,-0.30266,0.23172,0.14026,0.17414,0.18292,-0.02184,-0.23948
5.356,0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.22674,0.14234,0.17414,0.18292,-0.02184,-0.23948
5.358,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.23172,0.14234,0.17414,0.18292,-0.02184,-0.23948
5.36,0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.23172,0.14234,0.17592,0.18292,-0.02184,-0.23948
5.362,-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2367,0.14444,0.17772,0.18464,-0.01966,-0.23578
5.364,-0.02814,-0.26068,-0.31784,0.21594,0.14608,-0.28688,0.2367,0.14444,0.17772,0.18464,-0.01966,-0.23578
5.366,-0.01206,-0.26554,-0.32908,0.21594,0.16276,-0.2974,0.2367,0.14234,0.17772,0.18464,-0.01966,-0.23948
5.368,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2367,0.14234,0.17772,0.18636,-0.01966,-0.23578
5.37,0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.23172,0.14444,0.17592,0.18636,-0.01966,-0.23578
5.372,-0.00402,-0.27042,-0.34034,0.21594,0.17946,-0.30266,0.23172,0.14026,0.17414,0.18464,-0.01966,-0.23948
5.374,-0.0201,-0.26554,-0.32346,0.21594,0.15442,-0.29214,0.2367,0.14026,0.17414,0.18464,-0.01966,-0.23948
5.376,-0.00402,-0.26554,-0.3347,0.20848,0.17112,-0.2974,0.2367,0.13816,0.17414,0.18464,-0.01966,-0.23948
5.378,0.004,-0.27042,-0.34596,0.20848,0.18782,-0.30792,0.2367,0.14026,0.17414,0.18464,-0.01748,-0.2432
5.38,-0.00402,-0.27042,-0.34034,0.21594,0.17946,-0.30266,0.23172,0.13816,0.17414,0.18292,-0.01966,-0.23948
5.382,0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.2367,0.14234,0.17772,0.18636,-0.01528,-0.23206
5.384,0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2367,0.14444,0.17952,0.18636,-0.01748,-0.23578
5.386,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22674,0.14026,0.17592,0.18464,-0.01748,-0.23948
5.388,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.22674,0.14234,0.17592,0.18464,-0.01748,-0.23948
5.39,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.23172,0.14444,0.17772,0.18464,-0.01528,-0.23948
5.392,0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2367,0.14444,0.17772,0.18636,-0.01528,-0.23578
5.394,0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.23172,0.14234,0.17414,0.18464,-0.01528,-0.2432
5.396,-0.01206,-0.27042,-0.3347,0.21594,0.17112,-0.30266,0.22674,0.14026,0.17414,0.18292,-0.01966,-0.2432
5.398,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.22674,0.14234,0.17414,0.1812,-0.01748,-0.2432
5.4,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22674,0.14234,0.17772,0.18292,-0.01528,-0.23578
5.402,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22674,0.14234,0.17772,0.18464,-0.01528,-0.23578
5.404,0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.22674,0.14234,0.17772,0.18636,-0.01748,-0.23948
5.406,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.22176,0.14234,0.17772,0.18636,-0.01748,-0.23948
5.408,0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.21678,0.14234,0.17592,0.18636,-0.01528,-0.23948
5.41,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2118,0.14234,0.17592,0.18464,-0.01528,-0.23948
5.412,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.21678,0.14234,0.17772,0.18636,-0.0131,-0.23948
5.414,0.004,-0.24606,-0.31784,0.1936,0.16276,-0.2816,0.2118,0.14026,0.17592,0.18464,-0.0131,-0.23948
5.416,-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.2068,0.13816,0.17592,0.18292,-0.01528,-0.23948
5.418,-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.2068,0.13816,0.17414,0.18292,-0.01748,-0.23578
5.42,-0.00402,-0.26554,-0.3347,0.20848,0.17112,-0.2974,0.2068,0.13816,0.17414,0.18292,-0.01966,-0.23578
5.422,0.004,-0.26554,-0.34034,0.20848,0.17946,-0.30266,0.2118,0.13816,0.17414,0.1812,-0.02184,-0.2432
5.424,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.21678,0.14234,0.17952,0.18464,-0.01748,-0.23948
5.426,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.22176,0.14026,0.17952,0.18464,-0.01748,-0.23948
5.428,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.22674,0.14026,0.17772,0.18464,-0.01748,-0.23948
5.43,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.22674,0.14234,0.17772,0.18636,-0.01528,-0.23948
5.432,-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.23172,0.14026,0.17772,0.18636,-0.01528,-0.23948
5.434,-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.23172,0.14026,0.17592,0.18636,-0.01528,-0.23948
5.436,0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.22176,0.13816,0.17414,0.18292,-0.01748,-0.23948
5.438,0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.23172,0.14234,0.17592,0.18292,-0.01528,-0.23578
5.44,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.23172,0.14234,0.17592,0.18292,-0.01528,-0.23578
5.442,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.23172,0.14234,0.17592,0.18292,-0.01528,-0.23578
5.444,-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.22674,0.14234,0.17772,0.18464,-0.01528,-0.23578
5.446,-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.2367,0.14444,0.17772,0.18464,-0.01528,-0.23578
5.448,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.2367,0.14444,0.17772,0.18464,-0.01528,-0.23578
5.45,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2417,0.14444,0.17772,0.18464,-0.01528,-0.23578
5.452,0.004,-0.26554,-0.34034,0.20848,0.17946,-0.30266,0.2417,0.14234,0.17772,0.18292,-0.01528,-0.23578
5.454,0.004,-0.26554,-0.34034,0.20848,0.17946,-0.30266,0.2367,0.14026,0.17592,0.1812,-0.01748,-0.23948
5.456,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.2417,0.14234,0.17772,0.1812,-0.01528,-0.23578
5.458,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2417,0.14654,0.17952,0.18464,-0.0131,-0.23206
5.46,0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.2367,0.14654,0.17952,0.18292,-0.0131,-0.23206
5.462,0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.22674,0.14234,0.17772,0.1812,-0.01528,-0.23578
5.464,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22674,0.14444,0.17772,0.18292,-0.01528,-0.23578
5.466,0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.22674,0.14444,0.17772,0.18464,-0.01528,-0.23206
5.468,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22674,0.14444,0.17772,0.18292,-0.01748,-0.23578
5.47,0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.22674,0.14444,0.17772,0.18292,-0.01748,-0.23578
5.472,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22674,0.14444,0.17772,0.18464,-0.0131,-0.23578
5.474,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22674,0.14444,0.17592,0.18292,-0.0131,-0.23206
5.476,0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.22674,0.14444,0.17592,0.1812,-0.01528,-0.23578
5.478,0.02812,-0.2558,-0.34596,0.18614,0.19616,-0.2974,0.22674,0.14444,0.17772,0.1812,-0.0131,-0.23206
5.48,0.0442,-0.24118,-0.34034,0.17126,0.20452,-0.28688,0.22674,0.14444,0.17772,0.1795,-0.0131,-0.23206
5.482,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.23172,0.14864,0.18132,0.18464,-0.01092,-0.22834
5.484,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.23172,0.14864,0.18132,0.18464,-0.01092,-0.23206
5.486,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22674,0.14444,0.17952,0.18464,-0.0131,-0.23206
5.488,0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.23172,0.14654,0.17952,0.18464,-0.01092,-0.23206
5.49,0.05224,-0.24606,-0.35158,0.17126,0.20452,-0.2974,0.23172,0.14654,0.17952,0.18464,-0.01092,-0.23206
5.492,0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.2417,0.14654,0.17772,0.18464,-0.00874,-0.23206
5.494,0.02008,-0.2558,-0.34034,0.1936,0.18782,-0.2974,0.2417,0.14654,0.17952,0.18636,-0.00874,-0.22834
5.496,0.0442,-0.25092,-0.35158,0.1787,0.20452,-0.2974,0.23172,0.14444,0.17772,0.18464,-0.01092,-0.23206
5.498,0.05224,-0.24118,-0.34596,0.1638,0.20452,-0.29214,0.2367,0.14444,0.17772,0.18464,-0.01092,-0.23206
5.5,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.2417,0.14654,0.17952,0.18464,-0.01092,-0.22834
5.502,-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.2367,0.14654,0.18132,0.18636,-0.01092,-0.22834
5.504,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.23172,0.14654,0.17952,0.18292,-0.01528,-0.23578
5.506,0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2417,0.14654,0.18132,0.18636,-0.01092,-0.23206
5.508,0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.25664,0.15282,0.1867,0.19152,-0.00874,-0.22464
5.51,0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.25664,0.15282,0.1867,0.19152,-0.00874,-0.22464
5.512,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26162,0.15282,0.1849,0.19152,-0.00656,-0.22464
5.514,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.25664,0.15282,0.1849,0.1898,-0.00656,-0.22464
5.516,0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.26162,0.15492,0.1867,0.19152,-0.00218,-0.22092
5.518,0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.26662,0.15492,0.1885,0.19496,0.0,-0.22092
5.52,0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.26662,0.157,0.1903,0.19496,0.00216,-0.22092
5.522,0.06028,-0.19734,-0.30096,0.12658,0.17946,-0.24476,0.26662,0.1591,0.19388,0.19838,0.00216,-0.2172
5.524,0.06832,-0.18758,-0.29534,0.11912,0.17946,-0.2395,0.26662,0.1612,0.19568,0.2001,0.00216,-0.2172
5.526,0.08442,-0.18758,-0.30658,0.11168,0.19616,-0.24476,0.2716,0.16328,0.19748,0.20182,0.00436,-0.22092
5.528,0.08442,-0.17784,-0.29534,0.10422,0.18782,-0.23424,0.28156,0.16538,0.19926,0.20354,0.00654,-0.2172
5.53,0.08442,-0.17296,-0.29534,0.09678,0.18782,-0.22898,0.29152,0.16956,0.20106,0.20526,0.00654,-0.2135
5.532,0.08442,-0.17784,-0.29534,0.10422,0.18782,-0.23424,0.29152,0.16956,0.20286,0.20698,0.00654,-0.2135
5.534,0.09246,-0.17784,-0.30658,0.09678,0.20452,-0.2395,0.29652,0.17166,0.20286,0.20526,0.00654,-0.2135
5.536,0.09246,-0.18272,-0.3122,0.10422,0.20452,-0.24476,0.29652,0.17166,0.20286,0.20698,0.00654,-0.20978
5.538,0.07636,-0.19246,-0.30658,0.11912,0.18782,-0.24476,0.3015,0.17166,0.20466,0.20526,0.00436,-0.2135
5.54,0.06832,-0.19246,-0.30096,0.12658,0.17946,-0.24476,0.31146,0.17584,0.20646,0.20698,0.00872,-0.20978
5.542,0.08442,-0.18272,-0.30658,0.10422,0.19616,-0.2395,0.32142,0.18214,0.21184,0.21212,0.0109,-0.19864
5.544,0.08442,-0.18272,-0.30658,0.10422,0.19616,-0.2395,0.31644,0.18214,0.21364,0.21212,0.0109,-0.19864
5.546,0.08442,-0.19246,-0.3122,0.11912,0.19616,-0.25002,0.31644,0.18214,0.21184,0.21384,0.0109,-0.19864
5.548,0.1005,-0.19246,-0.32346,0.10422,0.21286,-0.2553,0.32142,0.18004,0.21184,0.21384,0.01308,-0.19864
5.55,0.1407,-0.18272,-0.34034,0.08188,0.24626,-0.2553,0.31644,0.18214,0.21184,0.21556,0.01308,-0.19864
5.552,0.1407,-0.17296,-0.32908,0.07444,0.2379,-0.25002,0.31644,0.18214,0.21004,0.21556,0.01308,-0.19864
5.554,0.10854,-0.1681,-0.30658,0.08188,0.20452,-0.23424,0.31644,0.18214,0.21184,0.21556,0.01528,-0.19122
5.556,0.1005,-0.17296,-0.30658,0.08934,0.20452,-0.23424,0.32142,0.18422,0.21722,0.219,0.02182,-0.1875
5.558,0.11658,-0.17784,-0.31784,0.08934,0.2212,-0.24476,0.3015,0.18214,0.21542,0.219,0.01964,-0.19122
5.56,0.10854,-0.18272,-0.31784,0.09678,0.21286,-0.25002,0.29152,0.18214,0.21364,0.21728,0.01964,-0.19122
5.562,0.10854,-0.18272,-0.31784,0.09678,0.21286,-0.25002,0.27658,0.17584,0.21184,0.21728,0.01964,-0.1875
5.564,0.14874,-0.17784,-0.34034,0.07444,0.2546,-0.2553,0.26662,0.17166,0.21004,0.21728,0.01964,-0.1875
5.566,0.15678,-0.17784,-0.34596,0.067,0.26294,-0.2553,0.25664,0.16956,0.20824,0.219,0.01964,-0.1875
5.568,0.1407,-0.19246,-0.35158,0.08934,0.2546,-0.26582,0.2417,0.16748,0.20646,0.21728,0.01964,-0.1838
5.57,0.12462,-0.19734,-0.34596,0.09678,0.24626,-0.26582,0.23172,0.16538,0.20286,0.21728,0.01964,-0.1875
5.572,0.14874,-0.19734,-0.36284,0.08934,0.2713,-0.27108,0.22176,0.1612,0.19926,0.21212,0.01964,-0.1838
5.574,0.16482,-0.19246,-0.36846,0.07444,0.27964,-0.27108,0.22176,0.1591,0.19748,0.21042,0.01746,-0.1838
5.576,0.14874,-0.19734,-0.36284,0.08934,0.2713,-0.27108,0.22674,0.1591,0.19748,0.2087,0.01528,-0.1875
5.578,0.1407,-0.19734,-0.3572,0.08934,0.26294,-0.27108,0.22674,0.1591,0.19568,0.20526,0.01308,-0.19122
5.58,0.13266,-0.19734,-0.3572,0.09678,0.2546,-0.27108,0.2367,0.1591,0.19388,0.20354,0.0109,-0.19492
5.582,0.12462,-0.20708,-0.36284,0.11168,0.2546,-0.2816,0.2367,0.1612,0.19568,0.20182,0.00654,-0.19864
5.584,0.11658,-0.2217,-0.37408,0.12658,0.26294,-0.29214,0.22176,0.1591,0.19208,0.20182,0.00654,-0.19864
5.586,0.14874,-0.21682,-0.39096,0.10422,0.288,-0.2974,0.22176,0.15492,0.1903,0.2001,0.00436,-0.20236
5.588,0.16482,-0.20708,-0.39096,0.08934,0.29634,-0.29214,0.21678,0.15282,0.1903,0.19666,0.00436,-0.19864
5.59,0.16482,-0.21682,-0.4022,0.09678,0.30468,-0.30266,0.20182,0.14864,0.1849,0.19496,0.00216,-0.20236
5.592,0.15678,-0.2217,-0.4022,0.10422,0.30468,-0.30792,0.19186,0.14234,0.18132,0.19152,0.0,-0.20978
5.594,0.17286,-0.21682,-0.40784,0.09678,0.31304,-0.30792,0.19186,0.14234,0.18132,0.19324,0.00216,-0.20606
5.596,0.16482,-0.21682,-0.4022,0.09678,0.30468,-0.30266,0.19186,0.14026,0.18132,0.19324,0.00216,-0.20606
5.598,0.13266,-0.22656,-0.39096,0.11912,0.27964,-0.30266,0.19186,0.14026,0.17952,0.1898,0.0,-0.20606
5.6,0.11658,-0.22656,-0.3797,0.12658,0.26294,-0.2974,0.19186,0.13606,0.17772,0.1898,0.0,-0.20606
5.602,0.11658,-0.21682,-0.36846,0.11912,0.2546,-0.28688,0.19186,0.13816,0.17952,0.19152,0.0,-0.20236
5.604,0.1005,-0.2217,-0.36284,0.12658,0.24626,-0.28688,0.18688,0.13816,0.17952,0.1898,-0.00436,-0.20606
5.606,0.08442,-0.23144,-0.3572,0.14146,0.22956,-0.29214,0.19186,0.13398,0.17592,0.18808,-0.00436,-0.2135
5.608,0.07636,-0.23144,-0.35158,0.14892,0.2212,-0.28688,0.19186,0.13188,0.17592,0.18464,-0.01092,-0.22092
5.61,0.06028,-0.2363,-0.34596,0.15636,0.20452,-0.28688,0.19684,0.13398,0.17234,0.18464,-0.0131,-0.22464
5.612,0.06832,-0.2363,-0.35158,0.15636,0.21286,-0.29214,0.19684,0.13398,0.17414,0.18464,-0.0131,-0.23206
5.614,0.05224,-0.2363,-0.34034,0.1638,0.20452,-0.28688,0.2068,0.13606,0.17414,0.18636,-0.01092,-0.23578
5.616,0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.21678,0.13816,0.17592,0.18636,-0.01092,-0.23948
5.618,0.06028,-0.23144,-0.34034,0.15636,0.20452,-0.2816,0.22176,0.14234,0.17952,0.18808,-0.00874,-0.23578
5.62,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.22176,0.14234,0.17772,0.18808,-0.00874,-0.23578
5.622,0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.2118,0.13816,0.17592,0.18464,-0.01092,-0.23948
5.624,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.2068,0.13606,0.17414,0.18292,-0.01748,-0.2469
5.626,0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2118,0.13606,0.17414,0.18292,-0.01748,-0.2432
5.628,0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.2068,0.13606,0.17234,0.1812,-0.01966,-0.2432
5.63,0.02008,-0.26554,-0.35158,0.20104,0.19616,-0.30792,0.2118,0.13606,0.17054,0.1812,-0.01966,-0.2469
5.632,-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.21678,0.13606,0.17234,0.18292,-0.01528,-0.2432
5.634,-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.2118,0.13398,0.17054,0.1795,-0.01748,-0.2469
5.636,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2118,0.13398,0.16874,0.1795,-0.01528,-0.2469
5.638,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.2118,0.13398,0.16874,0.1812,-0.01748,-0.2469
5.64,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.20182,0.13188,0.16696,0.17778,-0.01966,-0.25434
5.642,-0.00402,-0.2558,-0.32346,0.20104,0.16276,-0.28688,0.2068,0.13188,0.16874,0.17778,-0.02184,-0.26176
5.644,-0.00402,-0.25092,-0.31784,0.20104,0.16276,-0.2816,0.2118,0.13398,0.17054,0.1795,-0.01748,-0.25434
5.646,0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.2118,0.13398,0.17054,0.1795,-0.01748,-0.25434
5.648,-0.01206,-0.25092,-0.31784,0.20104,0.15442,-0.2816,0.2118,0.13398,0.17054,0.18292,-0.01966,-0.25062
5.65,-0.0201,-0.28016,-0.34034,0.23082,0.17112,-0.30792,0.21678,0.13606,0.17234,0.18292,-0.01748,-0.2469
5.652,-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.2118,0.13398,0.17054,0.1812,-0.02402,-0.25434
5.654,-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.2118,0.13188,0.16874,0.1812,-0.02622,-0.25062
5.656,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2118,0.13398,0.17054,0.1812,-0.02184,-0.25062
5.658,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2118,0.13606,0.17054,0.1812,-0.01966,-0.25062
5.66,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.20182,0.13188,0.16874,0.1795,-0.02402,-0.25804
5.662,-0.03618,-0.27528,-0.32346,0.23082,0.14608,-0.2974,0.2068,0.13398,0.17054,0.1812,-0.02622,-0.26176
5.664,-0.02814,-0.26554,-0.31784,0.22338,0.14608,-0.29214,0.22176,0.14444,0.17772,0.18636,-0.02622,-0.26176
5.666,-0.01206,-0.27042,-0.3347,0.21594,0.17112,-0.30266,0.25166,0.1591,0.1885,0.1898,-0.02622,-0.26548
5.668,-0.03618,-0.28016,-0.32908,0.23828,0.15442,-0.30266,0.28156,0.18004,0.20466,0.19838,-0.02622,-0.2729
5.67,-0.05226,-0.30452,-0.34596,0.26062,0.15442,-0.32372,0.33638,0.20306,0.22262,0.21212,-0.02622,-0.28776
5.672,-0.07638,-0.33376,-0.36284,0.29784,0.15442,-0.35004,0.38622,0.23866,0.24954,0.2276,-0.02184,-0.3026
5.674,-0.05226,-0.35324,-0.4022,0.29784,0.19616,-0.37636,0.44104,0.27634,0.28186,0.24476,-0.01748,-0.31746
5.676,-0.03618,-0.34838,-0.40784,0.2904,0.20452,-0.37636,0.46596,0.30148,0.307,0.2671,-0.00874,-0.31746
5.678,-0.00402,-0.31426,-0.39096,0.24572,0.20452,-0.35004,0.47592,0.33706,0.34828,0.3066,0.02402,-0.28404
5.68,0.06028,-0.28016,-0.39658,0.1936,0.24626,-0.33424,0.52078,0.39778,0.40934,0.35814,0.05896,-0.25434
5.682,0.1005,-0.25092,-0.39658,0.14892,0.2713,-0.31846,0.55566,0.4564,0.46678,0.40624,0.0961,-0.22834
5.684,0.17286,-0.2217,-0.41346,0.09678,0.32138,-0.3132,0.58556,0.49828,0.51346,0.45778,0.14416,-0.1875
5.686,0.2211,-0.17784,-0.39096,0.0372,0.32974,-0.27634,0.58058,0.49618,0.52604,0.499,0.19658,-0.13924
5.688,0.24522,-0.12912,-0.35158,-0.00746,0.31304,-0.23424,0.5407,0.44384,0.49552,0.5179,0.2512,-0.06126
5.69,0.30152,-0.05604,-0.3122,-0.08936,0.30468,-0.17634,0.47094,0.37056,0.44704,0.53336,0.31454,0.03154
5.692,0.3578,0.03652,-0.23908,-0.18618,0.27964,-0.08686,0.40116,0.27006,0.3842,0.55226,0.39318,0.13922
5.694,0.43016,0.13396,-0.18284,-0.29788,0.27964,-0.01316,0.32142,0.14234,0.29622,0.55912,0.47838,0.26546
5.696,0.47842,0.24604,-0.0872,-0.40958,0.22956,0.09736,0.25166,0.00836,0.20106,0.55912,0.56576,0.39912
5.698,0.47038,0.37272,0.06466,-0.4915,0.12102,0.22894,0.15698,-0.13818,0.08436,0.53336,0.6291,0.5068
5.7,0.4382,0.47504,0.20528,-0.55852,-0.00418,0.35528,0.04734,-0.28684,-0.05028,0.47324,0.64876,0.56992
5.702,0.40604,0.57248,0.3459,-0.6181,-0.1294,0.47108,-0.01744,-0.402,-0.16338,0.40968,0.64876,0.61446
5.704,0.33368,0.60172,0.43028,-0.61064,-0.22122,0.52898,-0.04236,-0.48156,-0.26392,0.32036,0.5876,0.60332
5.706,0.14874,0.53838,0.4809,-0.4766,-0.3548,0.51846,-0.0274,-0.55274,-0.36986,0.15028,0.39318,0.46966
5.708,-0.1568,0.38246,0.51466,-0.20852,-0.53846,0.44476,0.0573,-0.6009,-0.49194,-0.11938,0.0546,0.1912
5.71,-0.3739,0.1973,0.45278,0.02976,-0.60524,0.31844,0.12708,-0.61554,-0.57094,-0.32724,-0.22282,-0.05756
5.712,-0.46234,0.02678,0.3234,0.1936,-0.55516,0.17104,0.11212,-0.61554,-0.61044,-0.43718,-0.3779,-0.2172
5.714,-0.5106,-0.12424,0.17716,0.33508,-0.48002,0.0184,0.06228,-0.62184,-0.6302,-0.49042,-0.46528,-0.33602
5.716,-0.53472,-0.23144,0.07028,0.42444,-0.40488,-0.09212,0.01744,-0.6344,-0.64636,-0.51618,-0.50898,-0.41028
5.718,-0.57492,-0.27528,0.04778,0.47658,-0.41324,-0.1237,-0.0573,-0.63858,-0.64814,-0.51448,-0.5199,-0.46226
5.72,-0.58296,-0.29964,0.0309,0.50636,-0.40488,-0.14476,-0.14202,-0.64486,-0.64814,-0.51104,-0.52426,-0.49938
5.722,-0.56688,-0.3094,0.00278,0.49892,-0.3715,-0.1658,-0.25166,-0.64904,-0.64096,-0.50072,-0.52208,-0.51424
5.724,-0.53472,-0.31426,-0.02534,0.49146,-0.3381,-0.1816,-0.3613,-0.64696,-0.62302,-0.4784,-0.51116,-0.5291
5.726,-0.51864,-0.3094,-0.03096,0.47658,-0.3214,-0.1816,-0.44602,-0.6344,-0.59788,-0.45778,-0.50024,-0.54394
5.728,-0.51864,-0.29478,-0.01408,0.46912,-0.3381,-0.1658,-0.5108,-0.60718,-0.57094,-0.43718,-0.48932,-0.5625
5.73,-0.47844,-0.33376,-0.0872,0.47658,-0.26296,-0.21844,-0.53572,-0.56112,-0.52606,-0.40626,-0.46966,-0.56622
